id,name,sport,category,type,status,image_url,description,created_at,user_id,is_test
30,"Сноуборд Bataleon SPIRIT",Сноубординг,Инвентарь,Сноуборд,free,uploads/item_698a1e9a5ed55.jpg,"Модель Spirit - это универсальный сноуборд , ориентированный на олмаунтин катание. Легкая и прочная симметричная конструкция Twin с фирменной 3D платформой Triple Base Tech, позволяет минимизировать поимку канта, обеспечивает улучшенную ""плавучесть"" в глубоком снегу и обладает целым рядом других преимуществ по сравнению с традиционной плоской платформой. Сноуборд имеет прогиб Low Camber. Такой прогиб в сочетании с платформой 3BT обеспечивает более свободное чувство управления доской и прощает многие ошибки при перекантовках и недокрутах. У доски cердечник Core Core из тополя со вставками бука для большей жесткости и отдачи, необходимой при заходе на всевозможные кикеры и фигуры. Скользящая поверхность HyperGlide Sintered быстрая и прочная, и ещё быстрее когда запарафинена. Боковые стенки Flex Walls из полиуретана обеспечивают дополнительное виброгашение и эффективную защиту от ударов.","2026-02-10 00:51:22",1,0
31,"Горные лыжи FISCHER Lite 72 SLR + RS 9 GW SLR","Горные лыжи",Инвентарь,Лыжи,free,uploads/item_698a1f2685b4f.jpg,"Женские горные лыжи FISCHER Lite 72 SLR + RS 9 GW SLR (P15225) предназначены для лыжниц, которые ищут идеальное сочетание легкости, маневренности и стабильности на склоне. Эти лыжи идеально подходят как для начинающих, так и для прогрессирующих лыжниц, стремящихся улучшить свои навыки.
Ширина 72 мм — оптимальная ширина для уверенного катания как на подготовленных трассах, так и на разбитой трассе.
Легкая конструкция с использованием технологии Air Tec для снижения веса лыж и увеличения торсионной жесткости, деревянный сердечник обеспечивает отличное соотношение веса и прочности, обеспечивает хорошую амортизацию и стабильность на разных типах снега. Крепления легко регулировать без дополнительного инструмента, они обеспечивают отличную передачу энергии. Средний радиус позволяет легко выполнять повороты и маневры, что делает лыжи идеальными для катания на различных склонах.
Лыжи имеют стильный и современный дизайн, который подчеркнет индивидуальность каждой лыжницы. Стильные цвета и элегантные линии делают их не только функциональными, но и привлекательными на склоне.
Идеально подходит для:
- лыжниц среднего уровня, желающих улучшить свои навыки.
- прогулочного катания по подготовленным и разбитым трассам.
Горные лыжи FISCHER Lite 72 SLR + RS 9 GW SLR (P15225) позволят наслаждаться каждым моментом на склоне, уверенно управляя лыжами и получая удовольствие от катания!
Используемые технологии:
1. Технология AIR POWER CONSTRUCTION
2. Технология FIBER TECH
3. Технология ON-PISTE ROCKER
4. Технология SLR PRO
5. Технология EXTRUDED BASES
6. Технология EXTRUDED BASES","2026-02-10 00:53:42",1,0
32,"Самокат Globber ONE K 125",Самокаты,Инвентарь,Самокат,free,uploads/item_698a1f551f1a2.jpg,"Компактная и легкая модель для городского катания от компании Globber, модель ONE K 125. Модель оптимально подойдет для детей, подростков и взрослых, располагает к размеренному и комфортному катанию по городским улицам и паркам. Ключевыми и значимыми особенностями являются: штампованная алюминиевая рама с широкой и низкой декой для ног, регулируемый в 3-х положениях по высоте руль, складные ручки, заднее тормозное крыло, запатентованная система быстрого складывания Kleefer, накатистые и широкие колеса 125х35 мм. Сочетание материалов и технологий позволило выпустить самокат с сочетанием отличного и необходимого функционала в сравнительно невысоком ценовом сегменте, обладающим небольшими габаритами (86х14х14,5 см. в сложенном виде) и низким весом (4 кг). Своеобразная форма рулевой стойки несет за собой прямой функционал - для максимально компактных габаритов при складывании. Дополнительно компактным габаритам способствует руль, который имеет также раздельную и складывающуюся форму. Полиуретановые покрышки обладают оптимальной упругостью и хорошо скрывают неровности дороги и стыки плитки, без ущерба накату. Обеспечить хорошее и легкое движение помогают подшипники ABEC 7. Высота руля и размер рамы оптимально подойдет для детей от 8 лет и взрослых, допускает нагрузку до 100 кг. Также, рекомендуем позаботиться о средствах активной и пассивной защиты, катайтесь в шлеме и используйте фонари или светоотражающие элементы!","2026-02-10 00:54:29",1,0
33,"Шоссейный велосипед Stark Peloton 700.1 D",Велоспорт,Инвентарь,Велосипед,free,uploads/item_698a20d6d72b1.jpg,"Шоссейный велосипед Stark Peloton 700.1 D (2024), предназначенный для скоростного передвижения по трассам с асфальтированным покрытием. Рама AL-6061 – воплощение инновационных наработок от команды инженеров бренда. На велосипед установлено стартовое оборудование. Велосипед оборудован седлом Zeus #1040 спортивной геометрии. Предусмотрен задний переключатель Microshift RD-M21S. Ободные механические тормоза JK AS2.2D являются отличным решением для преодоления как спортивных, так и спокойных маршрутов. Велосипед оснащён покрышками Chaoyang H547 700*25C. Конструкция оснащена эргономичными шатунами системы Prowheel OUNCE-421-N, алюминий. Простая и прочная конструкция классической жёсткой вилки Grinz Rigid.
Технические характеристики
Изучите технические характеристики велосипеда Stark Peloton 700.1 D (2024), чтобы точно определить, насколько эта модель соответствует вашим потребностям и предпочтениям во время активного отдыха или занятий спортом. Информация о раме, трансмиссии, тормозах и других особенностях поможет вам выбрать подходящую модель, чтобы получить максимум пользы и удовольствия от поездок.","2026-02-10 01:00:54",1,0
34,"Крепления для сноуборда Bataleon CHAOS",Сноубординг,Экипировка,"Крепления для сноуборда",free,uploads/item_698a2193b6d80.jpg,"Сноубордические крепления Chaos предназначены для парковых креативщиков, которым требуется мягкий флекс и комфорт для катания в парке весь день. В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. У креплений более короткий хайбэк «Quarterback», он обеспечивает большую подвижность для голени, когда требуется зайти на перилу или скрутить техничный трюк без лишних помех. Верхние и нижние стрэпы Transfer/Infinity AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Так что с креплениями Chaos Вы можете сделать больше попыток и быстрее прогрессировать изо дня в день.","2026-02-10 01:04:03",1,0
35,"Горные лыжи FISCHER RC4 Race JR + FS7 GW CA JRS","Горные лыжи",Инвентарь,Лыжи,free,uploads/item_698a21c2e079c.jpg,"Горные лыжи FISCHER RC4 Race JR + FS7 GW CA JRS (P19525) разработаны специально для юных лыжников, стремящихся развивать свои навыки на склонах. Эти лыжи идеально подходят для начинающих и среднеподготовленных детей, которые хотят уверенно чувствовать себя на трассах.
Лыжи маневренные и легкие, что позволяет детям легко управлять ими и уверенно проходить повороты. Это особенно важно для тех, кто только начинает осваивать горные лыжи.
Специальная конструкция делает эти лыжи легкими в управлении, что помогает юным лыжникам быстро адаптироваться к различным условиям на склоне и повышает их уверенность.
Гибкость лыж была тщательно разработана с учетом анатомии и физики детского тела, что обеспечивает комфорт и безопасность во время катания.
Air Power Construction и Fiber Tech: эти технологии позволяют снизить вес лыж и повысить их прочност
On-Piste Rocker обеспечивает отличное сцепление на склоне и улучшает управляемость, позволяя детям легче входить в повороты и выходить из них.

Горные лыжи FISCHER RC4 Race JR + FS7 GW CA JRS (P19525) отлично подойдут как для обучения, так и для уверенного катания на подготовленных трассах. Эти лыжи помогут юным спортсменам развивать скорость, маневренность и уверенность на склонах, преобретая и совершенствуя опыт горнолыжного спорта.
Используемые технологии:
1. Технология AIR POWER CONSTRUCTION
2. Технология FIBER TECH
3. Технология ON-PISTE ROCKER
4. Технология EXTRUDED BASES","2026-02-10 01:04:50",1,0
36,"Электровелосипед Gelbert Ran Star 1 ST",Велоспорт,Инвентарь,Велосипед,free,uploads/item_698a21fed083b.jpg,"Ran Star 1 ST (2025) - электровелосипед от компании Gelbert для городской эксплуатации, а так же для выездов за пределы асфальтированных участков. Рама из алюминиевого сплава имеет в конструкции аккумуляторную быстросъёмную Li-ion батарею ёмкостью 7,8Ah и напряжением 36 В. Амортизируемая вилка ходом 80 мм, без труда отрабатывает неровности на вашем пути. Отличному накату способствуют 27.5"" колеса с универсальными покрышками. На задней оси установлен электро-двигатель мощностью 250 ватт с запасом хода в 30 км на одном заряде и максимальной скоростью до 25 км в час. На руле установлен информативный LCD дисплей для контроля состояния и скорости. Дополнительно велосипед оснащен трансмиссией от Shimano на 7 скоростей. Для надежного торможения установлены дисковые механические тормоза с роторами на 160 мм.

Значимые особенности данной модели:
Рама из алюминиевого сплава 6061 с интегрированным в стиль велосипеда аккумулятором
Амортизирующая вилка с рабочим ходом 80 мм, для уменьшения ударных нагрузок в руль
Мотор колесо мощностью 250 Вт, напряжением 36 В. Максимальная скорость 25 км в час
Аккумуляторная Li-ion батарея ёмкостью 7,8 Ah которой хватит на 30 километров пробега на одном заряде
Трансмиссия от компании Shimano на 7 скоростей
Накатистые камерные колеса 27.5 ""дюймов с втулками с насыпными обслуживаемыми подшипниками
В комплекте поставляется с подножкой
Велосипед отлично проявляет себя в городской среде и для комфортного использования рекомендуем дооснастить комплектом крыльев OYYO MG90, 26-29"", и для вечерних поездок рекомендуем иметь комплект фонарей Topeak Powerlux USB Combo.","2026-02-10 01:05:50",1,0
37,"Горные лыжи HEAD Supershape JRS + JRS 7.5 GW","Горные лыжи",Инвентарь,Лыжи,free,uploads/item_698a2234113e9.jpg,"Горные лыжи HEAD Supershape JRS + JRS 7.5 GW (31441501) представляют собой идеальное сочетание легкости и стабильности, что делает их отличным выбором для юных лыжников. Лыжи изготовлены с использованием технологии ERA 3.0, которая сочетает в себе элементы рокера и традиционного профиля, обеспечивая легкость в поворотах и отличную маневренность. Сердечник из дерева и композитных материалов делает их прочными и одновременно легкими, что позволяет начинающим лыжникам уверенно осваивать технику катания, или прогрессировать

Эти лыжи предназначены для детей и подростков, которые только начинают свой путь в горнолыжном спорте или уже имеют базовые навыки.

В комплекте с лыжами идут крепления JRS 7.5 GW, которые обладают высокой надежностью и простотой в использовании. Эти крепления совместимы с ботинками как с традиционными, так и с GripWalk подошвами, что добавляет универсальности.

Горные лыжи HEAD Supershape JRS + JRS 7.5 GW (31441501) предназначены для лыжников начального и среднего уровня. Они помогут уверенно освоить техники катания, научиться правильно поворачивать и контролировать скорость, а также развивать навыки на более сложных склонах. Они идеально справляются с различными типами склонов — от пологих до более крутых участков.","2026-02-10 01:06:44",1,0
38,"Гравийный велосипед Marin Four Corners 2",Велоспорт,Инвентарь,Велосипед,free,uploads/item_698a227c5e573.jpg,"Marin Four Corners 2 - это «старший брат» в легендарной линейке, созданный для тех, чьи маршруты выходят далеко за пределы цивилизации. Сохранив верность духу приключений, модель второго уровня предлагает новый стандарт надежности. Рама из баттированного хромомолибдена и полые оси обеспечивают еще большую жесткость под нагрузкой, не теряя той самой «ламповой» мягкости хода. Главное обновление — переход на современную 12-скоростную трансмиссию SRAM Apex, которая в сочетании с мощными гидравлическими тормозами превращает затяжные спуски и крутые подъемы с полным снаряжением в чистое удовольствие. Four Corners 2 — это не просто велосипед, это ваш надежный экспедиционный корабль, готовый к самым амбициозным экспедициям, где единственным ограничением является лишь запас вашей выносливости.


Значимые особенности данной модели:
Рама: Хромомолибденовая сталь CrMo с двойным баттингом, колеса подбираются по размеру рамы (XS, S — 27.5"", M–XL — 29""), крепления для крыльев и багажника, сквозная ось, крепление дискового тормоза Flat Mount
Вилка: Хромомолибденовая сталь CrMo, сквозная ось, крепление дискового тормоза Flat Mount, отверстия для установки крыльев, багажника и флягодержателей
Безумное количество бонок на раме и вилке для жёсткого крепления багажников, сумок, флягодержателей и прочих аксессуаров — то что нужно для байкпакинга
Задний тормоз установлен между перьями, а гидролиния проложена со стороны колеса, что делает велосипед опрятным и защищает рубашку от повреждений при возможных падениях
Трансмиссия SRAM Apex 1 1x12 — дорожная система (групсет) от SRAM без капризного переднего переключателя
Дисковые гидравлические тормоза SRAM Apex 1. Гидравлика дает отличное тормозное усилие при минимальном нажатии. Контролировать замедление на спусках очень легко
Универсальные дорожные покрышки Vee Tire Co., Rocket Man, 650/700x44 достаточно накатистые на асфальте и цепкие на грунтах, подходит для использования без камер
Подседельный штырь с двумя болтами для надежной фиксации седла","2026-02-10 01:07:56",1,0
39,"Крепления для сноуборда Bataleon ETNA",Сноубординг,Экипировка,"Крепления для сноуборда",free,uploads/item_698a22b0a1922.jpg,"Женская модель креплений для сноуборда Bataleon Etna имеет полностью регулируемую конструкцию и обладает высоким уровнем жесткости и контроля креплений для олмаунтин, предоставляя возможность покорять любые рельефы, которые может предложить вам гора.
В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. Прочная полностью регулируемая конструкция с композитной базой и цельного композитного хайбэка FullBack, обеспечивают максимальный контроль и поддержку при динамичном катании и во время жестких приземлений. Верхние и нижние стрэпы AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Удобный откидывающийся механизм гребенок FastEntry ™ гарантируют, что вы будете готовы за секунды к новой линии. Накладка базы из прочной резины и пены EVA эффективно гасит ударные нагрузки.","2026-02-10 01:08:48",1,0
40,"Самокат Globber ULTIMUM",Самокаты,Инвентарь,Самокат,free,uploads/item_698a22f6ac849.jpg,"Уникальный и стильный городской самокат для детей, подростков и взрослых Globber ULTIMUM. Благодаря 3-м широким и небольшим колесам лучше всего подойдет для городского катания по гладкому и ровному асфальту. Ключевыми и значимыми особенностями являются: ручная регулировка угла поворота передней оси, складной механизм руля на поворотном шарнире, комбинация передних 125 мм и заднего 90 мм колес с шириной 43 мм на накатистых подшипниках, алюминиевый каркас рамы с широкой и низкой пластиковой декой для ног и резиновой, рифленой вставкой, 6-ти диапазонная регулировка высоты руля. Самокат обладает отличной жесткостью и удобством для хранения или перевозки в машине или общественном транспорте. Полиуретановые покрышки имеют умеренную упругостью и, в сочетании с размером колес, хорошо скрывают неровности дороги и стыки плитки, без ущерба накату. Обеспечить хорошее и легкое движение помогают подшипники ABEC 7. Высота руля и размер рамы оптимально подойдет для всех, модель рассчитана на возраст от 5 лет, на рост от 110 и допускает нагрузку до 100 кг, руль имеет диапазон высоты от 76 до 101 см. Рекомендуем, также, не забывать о средствах активной и пассивной защиты, катайтесь в шлеме и используйте фонари или светоотражающие элементы!","2026-02-10 01:09:58",1,0
41,"Палки горнолыжные HEAD Joy White","Горные лыжи",Экипировка,"Палки горнолыжные",free,uploads/item_698a2320e1285.jpg,"Женcкие горнолыжные палки уровня Performance. Бестселлер!

ОСОБЕННОСТИ
Материал 5086 Aluminum;
мягкая ручка SBS grip;
темляк Automatic;
кольца race basket;
наконечник Star steel tip;
Ø 16 мм","2026-02-10 01:10:40",1,0
42,"Электровелосипед Gelbert Ran 1 ST",Велоспорт,Инвентарь,Велосипед,free,uploads/item_698a23570bbc8.jpg,"Электровелосипед Ran 1 ST (2025) от компании Gelbert для продолжительных поездок как по городу, так и на более дальние расстояния. Прочная и легкая алюминиевая рама имеет внутреннюю прокладку тросов и крепление внешней аккумуляторной Li-ion батареи ёмкостью 7.8Ah и напряжением 36 В. которая питает мотор колесо на задней оси мощностью 250 Вт, с максимальной скоростью 25 км в час. Благодаря колесам диаметром 27.5 дюймов, запас хода составляет до 40 км. Амортизирующая вилка ходом 100 мм, сгладит все неровности на вашем пути. В дополнение к электро тяге велосипед оснащен трансмиссией от производителя Shimano на 7 скоростей. На руле имеется информативный LCD дисплей для контроля состояния и скорости. За эффективное торможение отвечают надежные дисковые механические тормоза с роторами на 6 болтов. Для удобства эксплуатации велосипед с завода оборудован подножкой.

Значимые особенности данной модели:
Алюминиевая рама со скрытой прокладкой тросов и прямым полуинтегрированным рулевым стаканом
Амортизируемая вилка 100 мм, сгладит неровности и стыки
Мотор колесо мощностью 250 Вт, напряжение 36 В. Максимальная скорость 25 км в час с трансмиссией от Shimano на 7 скоростей
Аккумуляторная батарея ёмкостью 7.8Ah Li-ion которой хватит до 40 километров пробега на одном заряде
Комфортное седло для дальних поездок с быстрой регулировкой по высоте
Прочные колеса с втулками на насыпных обслуживаемых подшипниках
Надежные дисковые механические тормоза с роторами на 160 мм
Модель поставляется подножкой с завода","2026-02-10 01:11:35",1,0
43,"Сноуборд Bataleon TURBO WIDE",Сноубординг,Инвентарь,Сноуборд,busy,uploads/item_698a23878a137.jpg,"Модель Turbo - это самый агрессивный снаряд в коллекции для олмаунтин фристайл, дисциплин биг-эйр и слоупстайла. Направленная симметричная конструкция с высоким уровнем жесткости, быстрой скользящей базой и амортизирующими вставками.
Конструкция Directional Twin означает, что доска имеет симметричную форму со слегка удлинённой носовой частью для более естественного чувства от катания с направленной геометрией. Фирменная модернизированная 3D платформа Triple Base Technology + Sidekick, позволяет минимизировать поимку канта, обеспечивает улучшенную ""плавучесть"" в глубоком снегу и обладает целым рядом других преимуществ по сравнению с традиционной плоской платформой. Сноуборд имеет прогиб High Camber. Такой прогиб обеспечивает максимальную точность при перекантовке и высокую стабильность на скорости, а в сочетании с платформой 3BT - более свободное чувство от управления доской. Сверхлегкий сердечник Ultra Light Core из пород Швейцарского Адамова Дерева и тополя с добавлением полых карбоновых трубок по краям доски между креплениями и в зоне ноуза и тэйла. Сердечник с двух сторон закрыт триаксиальным стекловолокном и дополнительно усилен карбоновыми направляющими пластинами по краям доски. Такие усиления делают прогиб более отзывчивым, а перекантовку и щелчок более мощными. Скользящая поверхность Ultra Glide Sintered - это наиболее быстрая база из материала высочайшей плотности. Она может выдерживать сильнейшие удары и скользить очень быстро, и ещё быстрее когда запарафинена. Боковые стенки Flex Walls из полиуретана обеспечивают дополнительное виброгашение и эффективную защиту от ударов.","2026-02-10 01:12:23",1,0
74,"Крепления для сноуборда Bataleon ETNA_4571",Сноубординг_2458,Экипировка_4389,"Крепления для сноуборда_5532",,uploads/item_698a22b0a1922.jpg_9365,"Женская модель креплений для сноуборда Bataleon Etna имеет полностью регулируемую конструкцию и обладает высоким уровнем жесткости и контроля креплений для олмаунтин, предоставляя возможность покорять любые рельефы, которые может предложить вам гора.
В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. Прочная полностью регулируемая конструкция с композитной базой и цельного композитного хайбэка FullBack, обеспечивают максимальный контроль и поддержку при динамичном катании и во время жестких приземлений. Верхние и нижние стрэпы AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Удобный откидывающийся механизм гребенок FastEntry ™ гарантируют, что вы будете готовы за секунды к новой линии. Накладка базы из прочной резины и пены EVA эффективно гасит ударные нагрузки._1507","2026-02-10 01:08:48",1,1
75,"Крепления для сноуборда Bataleon ETNA_5383",Сноубординг_1195,Экипировка_1313,"Крепления для сноуборда_9729",,uploads/item_698a22b0a1922.jpg_9723,"Женская модель креплений для сноуборда Bataleon Etna имеет полностью регулируемую конструкцию и обладает высоким уровнем жесткости и контроля креплений для олмаунтин, предоставляя возможность покорять любые рельефы, которые может предложить вам гора.
В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. Прочная полностью регулируемая конструкция с композитной базой и цельного композитного хайбэка FullBack, обеспечивают максимальный контроль и поддержку при динамичном катании и во время жестких приземлений. Верхние и нижние стрэпы AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Удобный откидывающийся механизм гребенок FastEntry ™ гарантируют, что вы будете готовы за секунды к новой линии. Накладка базы из прочной резины и пены EVA эффективно гасит ударные нагрузки._8010","2026-02-10 01:08:48",1,1
76,"Крепления для сноуборда Bataleon ETNA_2296",Сноубординг_8175,Экипировка_3511,"Крепления для сноуборда_2118",,uploads/item_698a22b0a1922.jpg_9873,"Женская модель креплений для сноуборда Bataleon Etna имеет полностью регулируемую конструкцию и обладает высоким уровнем жесткости и контроля креплений для олмаунтин, предоставляя возможность покорять любые рельефы, которые может предложить вам гора.
В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. Прочная полностью регулируемая конструкция с композитной базой и цельного композитного хайбэка FullBack, обеспечивают максимальный контроль и поддержку при динамичном катании и во время жестких приземлений. Верхние и нижние стрэпы AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Удобный откидывающийся механизм гребенок FastEntry ™ гарантируют, что вы будете готовы за секунды к новой линии. Накладка базы из прочной резины и пены EVA эффективно гасит ударные нагрузки._6056","2026-02-10 01:08:48",1,1
77,"Крепления для сноуборда Bataleon ETNA_6764",Сноубординг_7122,Экипировка_3549,"Крепления для сноуборда_6171",,uploads/item_698a22b0a1922.jpg_1178,"Женская модель креплений для сноуборда Bataleon Etna имеет полностью регулируемую конструкцию и обладает высоким уровнем жесткости и контроля креплений для олмаунтин, предоставляя возможность покорять любые рельефы, которые может предложить вам гора.
В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. Прочная полностью регулируемая конструкция с композитной базой и цельного композитного хайбэка FullBack, обеспечивают максимальный контроль и поддержку при динамичном катании и во время жестких приземлений. Верхние и нижние стрэпы AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Удобный откидывающийся механизм гребенок FastEntry ™ гарантируют, что вы будете готовы за секунды к новой линии. Накладка базы из прочной резины и пены EVA эффективно гасит ударные нагрузки._4044","2026-02-10 01:08:48",1,1
78,"Крепления для сноуборда Bataleon ETNA_4531",Сноубординг_5994,Экипировка_4684,"Крепления для сноуборда_9371",,uploads/item_698a22b0a1922.jpg_7464,"Женская модель креплений для сноуборда Bataleon Etna имеет полностью регулируемую конструкцию и обладает высоким уровнем жесткости и контроля креплений для олмаунтин, предоставляя возможность покорять любые рельефы, которые может предложить вам гора.
В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. Прочная полностью регулируемая конструкция с композитной базой и цельного композитного хайбэка FullBack, обеспечивают максимальный контроль и поддержку при динамичном катании и во время жестких приземлений. Верхние и нижние стрэпы AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Удобный откидывающийся механизм гребенок FastEntry ™ гарантируют, что вы будете готовы за секунды к новой линии. Накладка базы из прочной резины и пены EVA эффективно гасит ударные нагрузки._8007","2026-02-10 01:08:48",1,1
79,"Крепления для сноуборда Bataleon ETNA_9985",Сноубординг_3772,Экипировка_8191,"Крепления для сноуборда_4947",,uploads/item_698a22b0a1922.jpg_8214,"Женская модель креплений для сноуборда Bataleon Etna имеет полностью регулируемую конструкцию и обладает высоким уровнем жесткости и контроля креплений для олмаунтин, предоставляя возможность покорять любые рельефы, которые может предложить вам гора.
В основе креплений жесткая алюминиевая конструкция пяточной дуги Fullwrap, обеспечивающая максимальную точность передачи усилия на доску. Прочная полностью регулируемая конструкция с композитной базой и цельного композитного хайбэка FullBack, обеспечивают максимальный контроль и поддержку при динамичном катании и во время жестких приземлений. Верхние и нижние стрэпы AUXTECH созданы для плотного и удобного прилегания к любой форме ботинка без передавливания и поставляются с баклями из кованого алюминия Bulletproof, которые используют механизм с тремя зубьями для быстрого и надежного вщелкивания. Удобный откидывающийся механизм гребенок FastEntry ™ гарантируют, что вы будете готовы за секунды к новой линии. Накладка базы из прочной резины и пены EVA эффективно гасит ударные нагрузки._9199","2026-02-10 01:08:48",1,1
